Name,J1,J2,J3,J4,J5,J16,J20,J13,J10,J7,J24,J25,J26,J27,J28,J42,J38,J35,J32,J29,J46,J47,Delay
raise,0,78,0,0,0,0,0,0,0,0,0,69,0,0,0,0,0,0,0,0,0,0,2
